ら戳,基计,厨筍计,害禴翴计,害禴κだゑ
2012/9/4,7451.35,10689.18,0.82,0.01%
2012/9/3,7450.53,10687.97,53.47,0.72%
2012/8/31,7397.06,10610.76,25.62,0.35%
2012/8/30,7371.44,10573.97,-19.71,-0.27%
2012/8/29,7391.15,10599.82,29.21,0.40%
2012/8/28,7361.94,10557.4,-106.28,-1.42%
2012/8/27,7468.22,10709.69,-9.31,-0.12%
2012/8/24,7477.53,10723.04,-27.64,-0.37%
2012/8/23,7505.17,10762.54,8.59,0.11%
2012/8/22,7496.58,10748.86,-10.23,-0.14%
2012/8/21,7506.81,10757.33,74.9,1.01%
2012/8/20,7431.91,10645.59,-36.01,-0.48%
2012/8/17,7467.92,10694.42,-22.29,-0.30%
2012/8/16,7490.21,10726.08,22.47,0.30%
2012/8/15,7467.74,10688.72,-11.51,-0.15%
2012/8/14,7479.25,10699.41,42.95,0.58%
2012/8/13,7436.3,10636.28,-4.82,-0.06%
2012/8/10,7441.12,10642.7,7.42,0.10%
2012/8/9,7433.7,10621.32,113.9,1.56%
2012/8/8,7319.8,10440.47,24.34,0.33%
2012/8/7,7295.46,10391.98,9.13,0.13%
2012/8/6,7286.33,10371.21,68.82,0.95%
2012/8/3,7217.51,10269.69,-50.45,-0.69%
2012/8/1,7267.96,10334.54,-2.53,-0.03%
2012/7/31,7270.49,10325.98,111.61,1.56%
2012/7/30,7158.88,10163.39,34.39,0.48%
2012/7/27,7124.49,10113.39,153.8,2.21%
2012/7/26,6970.69,9891.39,-8.44,-0.12%
2012/7/25,6979.13,9889.5,-29.22,-0.42%
2012/7/24,7008.35,9920.62,-20.38,-0.29%
2012/7/23,7028.73,9943.69,-135.95,-1.90%
2012/7/20,7164.68,10134.82,16.11,0.23%
2012/7/19,7148.57,10107.93,99.52,1.41%
2012/7/18,7049.05,9957.71,-77.95,-1.09%
2012/7/17,7127,10063.85,36.96,0.52%
2012/7/16,7090.04,9979.59,-14.23,-0.20%
2012/7/13,7104.27,9987.44,-26.66,-0.37%
2012/7/12,7130.93,10021.66,-126.98,-1.75%
2012/7/11,7257.91,10190.23,6.56,0.09%
2012/7/10,7251.35,10167.78,-58.61,-0.80%
2012/7/9,7309.96,10247.64,-58.63,-0.80%
2012/7/6,7368.59,10300.17,-19.19,-0.26%
2012/7/5,7387.78,10325.78,-34.81,-0.47%
2012/7/4,7422.59,10351.39,4.23,0.06%
2012/7/3,7418.36,10281.59,73.2,1.00%
2012/7/2,7345.16,10175.26,48.88,0.67%
2012/6/29,7296.28,10106.39,126.67,1.77%
2012/6/28,7169.61,9930.23,-13.4,-0.19%
2012/6/27,7183.01,9942.81,45.08,0.63%
2012/6/26,7137.93,9879.48,-28.45,-0.40%
2012/6/25,7166.38,9918.82,-55.67,-0.77%
2012/6/22,7222.05,9995.55,-57,-0.78%
2012/6/21,7279.05,10074.23,-55.58,-0.76%
2012/6/20,7334.63,10150.52,61.5,0.85%
2012/6/19,7273.13,10065.31,-8.37,-0.11%
2012/6/18,7281.5,10076.87,125.67,1.76%
2012/6/15,7155.83,9902.95,80.73,1.14%
2012/6/14,7075.1,9791.23,-13.73,-0.19%
2012/6/13,7088.83,9810.23,16.75,0.24%
2012/6/12,7072.08,9786.85,-48.15,-0.68%
2012/6/11,7120.23,9853.39,120.58,1.72%
2012/6/8,6999.65,9686.52,-80.66,-1.14%
2012/6/7,7080.31,9798.14,24.16,0.34%
2012/6/6,7056.15,9764.71,55.7,0.80%
2012/6/5,7000.45,9687.62,105.79,1.53%
2012/6/4,6894.66,9541.15,-211.43,-2.98%
2012/6/1,7106.09,9833.16,-195.41,-2.68%
2012/5/31,7301.5,10103.56,39.7,0.55%
2012/5/30,7261.8,10048.63,-80.49,-1.10%
2012/5/29,7342.29,10160,206.29,2.89%
2012/5/28,7136,9873.63,64.37,0.91%
2012/5/25,7071.63,9784.57,-53.26,-0.75%
2012/5/24,7124.89,9858.26,-22.86,-0.32%
2012/5/23,7147.75,9889.64,-127.14,-1.75%
2012/5/22,7274.89,10065.55,82.66,1.15%
2012/5/21,7192.23,9951.18,41.04,0.57%
2012/5/18,7151.19,9894.4,-205.58,-2.79%
2012/5/17,7356.77,10178.84,122.2,1.69%
2012/5/16,7234.57,10009.69,-161.07,-2.18%
2012/5/15,7395.64,10232.54,18.46,0.25%
2012/5/14,7377.18,10206.99,-24.19,-0.33%
2012/5/11,7401.37,10240.47,-82.64,-1.10%
2012/5/10,7484.01,10354.81,8.3,0.11%
2012/5/9,7475.71,10342.94,-70,-0.93%
2012/5/8,7545.71,10439.79,7.63,0.10%
2012/5/7,7538.08,10429.23,-162.87,-2.11%
2012/5/4,7700.95,10653.97,41.42,0.54%
2012/5/3,7659.53,10596.66,-17.28,-0.23%
2012/5/2,7676.81,10620.57,175.09,2.33%
2012/4/30,7501.72,10378.34,21.22,0.28%
2012/4/27,7480.5,10348.98,-40.85,-0.54%
2012/4/26,7521.35,10405.5,-41.83,-0.55%
2012/4/25,7563.18,10463.36,64.34,0.86%
2012/4/24,7498.84,10374.36,17.75,0.24%
2012/4/23,7481.09,10349.8,-26.06,-0.35%
2012/4/20,7507.15,10385.85,-115.54,-1.52%
2012/4/19,7622.69,10545.7,17.69,0.23%
2012/4/18,7605,10521.22,19.13,0.25%
2012/4/17,7585.87,10494.76,-143.99,-1.86%
2012/4/16,7729.86,10693.96,-58.41,-0.75%
2012/4/13,7788.27,10774.78,125.35,1.64%
2012/4/12,7662.92,10601.36,6.25,0.08%
2012/4/11,7656.67,10592.7,15.99,0.21%
2012/4/10,7640.68,10570.58,39.81,0.52%
2012/4/9,7600.87,10515.51,-105.39,-1.37%
2012/4/6,7706.26,10661.32,66.44,0.87%
2012/4/5,7639.82,10569.4,-121.03,-1.56%
2012/4/3,7760.85,10736.83,-102.05,-1.30%
2012/4/2,7862.9,10878.02,-70.1,-0.88%
2012/3/30,7933,10975,60.34,0.77%
2012/3/29,7872.66,10891.53,-165.41,-2.06%
2012/3/28,8038.07,11120.36,8.61,0.11%
2012/3/27,8029.46,11108.44,61.84,0.78%
2012/3/26,7967.62,11022.89,-108.99,-1.35%
2012/3/23,8076.61,11173.68,16.67,0.21%
2012/3/22,8059.94,11150.61,78,0.98%
2012/3/21,7981.94,11042.7,9.24,0.12%
2012/3/20,7972.7,11029.93,-71.22,-0.89%
2012/3/19,8043.92,11128.45,-11.02,-0.14%
2012/3/16,8054.94,11143.7,-66.68,-0.82%
2012/3/15,8121.62,11235.94,-3.64,-0.04%
2012/3/14,8125.26,11240.98,93.75,1.17%
2012/3/13,8031.51,11111.29,103.96,1.31%
2012/3/12,7927.55,10967.46,-88.46,-1.10%
2012/3/9,8016.01,11089.84,31.45,0.39%
2012/3/8,7984.56,11046.33,81.48,1.03%
2012/3/7,7903.08,10933.6,-34.89,-0.44%
2012/3/6,7937.97,10981.87,-66.77,-0.83%
2012/3/5,8004.74,11074.25,-109.7,-1.35%
2012/3/3,8114.44,11226.02,-29.6,-0.36%
2012/3/2,8144.04,11266.96,25.7,0.32%
2012/3/1,8118.34,11231.4,-3.1,-0.04%
2012/2/29,8121.44,11235.69,162.1,2.04%
2012/2/24,7959.34,11011.44,22.04,0.28%
2012/2/23,7937.3,10980.94,-64.38,-0.80%
2012/2/22,8001.68,11070.02,80.18,1.01%
2012/2/21,7921.5,10959.09,-33.32,-0.42%
2012/2/20,7954.82,11005.19,60.46,0.77%
2012/2/17,7894.36,10921.54,24.66,0.31%
2012/2/16,7869.7,10887.42,-135.54,-1.69%
2012/2/15,8005.24,11074.94,121.16,1.54%
2012/2/14,7884.08,10907.32,-28.83,-0.36%
2012/2/13,7912.91,10947.2,50.64,0.64%
2012/2/10,7862.27,10877.14,-48.51,-0.61%
2012/2/9,7910.78,10944.26,40.87,0.52%
2012/2/8,7869.91,10887.72,162.47,2.11%
2012/2/7,7707.44,10662.94,19.46,0.25%
2012/2/6,7687.98,10636.02,-53.26,-0.69%
2012/2/4,7741.24,10709.71,66.25,0.86%
2012/2/3,7674.99,10618.05,22.53,0.29%
2012/2/2,7652.46,10586.89,103.25,1.37%
2012/2/1,7549.21,10444.04,32.13,0.43%
2012/1/31,7517.08,10399.58,109.67,1.48%
2012/1/30,7407.41,10247.87,173.72,2.40%
2012/1/18,7233.69,10007.53,12.61,0.17%
2012/1/17,7221.08,9990.08,117.46,1.65%
2012/1/16,7103.62,9827.58,-77.92,-1.09%
2012/1/13,7181.54,9935.38,-5.04,-0.07%
2012/1/12,7186.58,9942.35,-1.63,-0.02%
2012/1/11,7188.21,9944.61,9.34,0.13%
2012/1/10,7178.87,9931.69,85.83,1.21%
2012/1/9,7093.04,9812.95,-27.47,-0.39%
2012/1/6,7120.51,9850.95,-10.35,-0.15%
2012/1/5,7130.86,9865.26,47.89,0.68%
2012/1/4,7082.97,9799.01,29.59,0.42%
2012/1/3,7053.38,9758.08,101.17,1.46%
2012/1/2,6952.21,9618.11,-119.87,-1.69%
2011/12/30,7072.08,9783.94,-2.74,-0.04%
2011/12/29,7074.82,9787.73,18.15,0.26%
2011/12/28,7056.67,9762.63,-28.36,-0.40%
2011/12/27,7085.03,9801.87,-7.55,-0.11%
2011/12/26,7092.58,9812.31,-18.15,-0.26%
2011/12/23,7110.73,9837.42,144.38,2.07%
2011/12/22,6966.35,9637.67,-0.13,0.00%
2011/12/21,6966.48,9637.85,303.84,4.56%
2011/12/20,6662.64,9217.51,29.31,0.44%
2011/12/19,6633.33,9176.95,-151.76,-2.24%
2011/12/16,6785.09,9386.9,20.5,0.30%
2011/12/15,6764.59,9358.55,-157.98,-2.28%
2011/12/14,6922.57,9577.1,26.26,0.38%
2011/12/13,6896.31,9540.78,-52.73,-0.76%
2011/12/12,6949.04,9613.73,55.74,0.81%
2011/12/9,6893.3,9536.62,-89.6,-1.28%
2011/12/8,6982.9,9660.57,-50.1,-0.71%
2011/12/7,7033,9729.89,76.72,1.10%
2011/12/6,6956.28,9623.74,-141.8,-2.00%
2011/12/5,7098.08,9819.92,-42.6,-0.60%
2011/12/2,7140.68,9878.85,-38.01,-0.53%
2011/12/1,7178.69,9931.44,274.57,3.98%
2011/11/30,6904.12,9551.58,-84.53,-1.21%
2011/11/29,6988.65,9668.53,89.87,1.30%
2011/11/28,6898.78,9544.2,114.26,1.68%
2011/11/25,6784.52,9386.12,-79.87,-1.16%
2011/11/24,6864.39,9496.62,57.96,0.85%
2011/11/23,6806.43,9416.44,-193.6,-2.77%
2011/11/22,7000.03,9684.27,-42.61,-0.61%
2011/11/21,7042.64,9743.22,-191.14,-2.64%
2011/11/18,7233.78,10007.66,-154.03,-2.08%
2011/11/17,7387.81,10220.75,0.29,0.00%
2011/11/16,7387.52,10220.35,-103.54,-1.38%
2011/11/15,7491.06,10363.6,-34.59,-0.46%
2011/11/14,7525.65,10411.44,158.36,2.15%
2011/11/11,7367.29,10192.26,58.61,0.80%
2011/11/10,7308.68,10111.17,-253.18,-3.35%
2011/11/9,7561.86,10461.44,-38.93,-0.51%
2011/11/8,7600.79,10515.29,-20.93,-0.27%
2011/11/7,7621.72,10544.25,18.49,0.24%
2011/11/4,7603.23,10518.66,142.92,1.92%
2011/11/3,7460.31,10320.95,-138.14,-1.82%
2011/11/2,7598.45,10512.05,-23.56,-0.31%
2011/11/1,7622.01,10544.64,34.32,0.45%
2011/10/31,7587.69,10497.17,-28.37,-0.37%
2011/10/28,7616.06,10536.03,50.85,0.67%
2011/10/27,7565.21,10465.68,29.39,0.39%
2011/10/26,7535.82,10425.01,44.61,0.60%
2011/10/25,7491.21,10363.31,20.91,0.28%
2011/10/24,7470.3,10333.88,215.79,2.97%
2011/10/21,7254.51,10035.38,10.19,0.14%
2011/10/20,7244.32,10021.28,-109.05,-1.48%
2011/10/19,7353.37,10172.13,-6.11,-0.08%
2011/10/18,7359.48,10180.09,-101.64,-1.36%
2011/10/17,7461.12,10320.69,103.04,1.40%
2011/10/14,7358.08,10178.14,-70.25,-0.95%
2011/10/13,7428.33,10275.31,45.98,0.62%
2011/10/12,7382.35,10211.71,-16.36,-0.22%
2011/10/11,7398.71,10234.32,186.75,2.59%
2011/10/7,7211.96,9975.99,79.96,1.12%
2011/10/6,7132,9865.28,142.85,2.04%
2011/10/5,6989.15,9667.69,-58.72,-0.83%
2011/10/4,7047.87,9748.86,33.9,0.48%
2011/10/3,7013.97,9701.96,-211.41,-2.93%
2011/9/30,7225.38,9993.91,42.77,0.60%
2011/9/29,7182.61,9934.74,35.63,0.50%
2011/9/28,7146.98,9885.4,57.03,0.80%
2011/9/27,7089.95,9806.29,212.83,3.09%
2011/9/26,6877.12,9511.64,-169.1,-2.40%
2011/9/23,7046.22,9745.2,-259.28,-3.55%
2011/9/22,7305.5,10103.8,-230.38,-3.06%
2011/9/21,7535.88,10420.43,43.03,0.57%
2011/9/20,7492.85,10360.48,11.97,0.16%
2011/9/19,7480.88,10343.44,-96.52,-1.27%
2011/9/16,7577.4,10476.29,191.72,2.60%
2011/9/15,7385.68,10210.99,157.21,2.17%
2011/9/14,7228.47,9991.89,-162.9,-2.20%
2011/9/13,7391.37,10216.62,-219.2,-2.88%
2011/9/9,7610.57,10518.89,62.2,0.82%
2011/9/8,7548.37,10431,19.36,0.26%
2011/9/7,7529.01,10404.13,161.82,2.20%
2011/9/6,7367.19,10180.16,-184.38,-2.44%
2011/9/5,7551.57,10434.69,-205.49,-2.65%
2011/9/2,7757.06,10718.52,-0.7,-0.01%
2011/9/1,7757.76,10719.39,16.4,0.21%
2011/8/31,7741.36,10694.67,95.17,1.24%
2011/8/30,7646.19,10562.33,68.18,0.90%
2011/8/29,7578.01,10468.1,132.91,1.79%
2011/8/26,7445.1,10284.41,34.23,0.46%
2011/8/25,7410.87,10236.98,-92.06,-1.23%
2011/8/24,7502.93,10357.02,-47.3,-0.63%
2011/8/23,7550.23,10415.2,237.64,3.25%
2011/8/22,7312.59,10080.22,-30.37,-0.41%
2011/8/19,7342.96,10121.42,-272.01,-3.57%
2011/8/18,7614.97,10495.74,-126.79,-1.64%
2011/8/17,7741.76,10668.37,-56.83,-0.73%
2011/8/16,7798.59,10740.17,-20.8,-0.27%
2011/8/15,7819.39,10767.1,182.37,2.39%
2011/8/12,7637.02,10514.95,-82.07,-1.06%
2011/8/11,7719.09,10624.11,-17.23,-0.22%
2011/8/10,7736.32,10642.85,243.2,3.25%
2011/8/9,7493.12,10301.62,-59.68,-0.79%
2011/8/8,7552.8,10375.53,-300.33,-3.82%
2011/8/5,7853.13,10782.61,-464.14,-5.58%
2011/8/4,8317.27,11417.88,-139.59,-1.65%
2011/8/3,8456.86,11593.85,-127.86,-1.49%
2011/8/2,8584.72,11767.72,-116.66,-1.34%
2011/8/1,8701.38,11921.36,57.2,0.66%
2011/7/29,8644.18,11834.17,-123.02,-1.40%
2011/7/28,8767.2,11988.72,-50.29,-0.57%
2011/7/27,8817.49,12047.51,23.25,0.26%
2011/7/26,8794.24,12013.23,110.73,1.28%
2011/7/25,8683.51,11844.59,-81.81,-0.93%
2011/7/22,8765.32,11953.92,48.18,0.55%
2011/7/21,8717.14,11879.28,10.97,0.13%
2011/7/20,8706.17,11834.74,181.6,2.13%
2011/7/19,8524.57,11572.02,-14,-0.16%
2011/7/18,8538.57,11577.77,-36.34,-0.42%
2011/7/15,8574.91,11605.92,93.56,1.10%
2011/7/14,8481.35,11474.61,-6.71,-0.08%
2011/7/13,8488.06,11471.46,-2.95,-0.03%
2011/7/12,8491.01,11448.79,-174.84,-2.02%
2011/7/11,8665.85,11679.79,-83.7,-0.96%
2011/7/8,8749.55,11766.38,-23.87,-0.27%
2011/7/7,8773.42,11783.98,-51.02,-0.58%
2011/7/6,8824.44,11826.05,40,0.46%
2011/7/5,8784.44,11747.71,9.72,0.11%
2011/7/4,8774.72,11731.97,34.9,0.40%
2011/7/1,8739.82,11683.47,87.23,1.01%
2011/6/30,8652.59,11564.95,79.21,0.92%
2011/6/29,8573.38,11450.46,94.52,1.11%
2011/6/28,8478.86,11283.35,-21.3,-0.25%
2011/6/27,8500.16,11305.47,-32.67,-0.38%
2011/6/24,8532.83,11347.93,-34.45,-0.40%
2011/6/23,8567.28,11393.46,-53.76,-0.62%
2011/6/22,8621.04,11464.55,23.42,0.27%
2011/6/21,8597.62,11433.4,66.94,0.78%
2011/6/20,8530.68,11343.58,-105.42,-1.22%
2011/6/17,8636.1,11483.76,-18.33,-0.21%
2011/6/16,8654.43,11508.13,-177.02,-2.00%
2011/6/15,8831.45,11743.52,2.24,0.03%
2011/6/14,8829.21,11740.34,116.26,1.33%
2011/6/13,8712.95,11585.68,-124.87,-1.41%
2011/6/10,8837.82,11751.72,-163.12,-1.81%
2011/6/9,9000.94,11968.42,-6.59,-0.07%
2011/6/8,9007.53,11977.18,-49.57,-0.55%
2011/6/7,9057.1,12043.09,10.82,0.12%
2011/6/3,9046.28,12028.58,54.92,0.61%
2011/6/2,8991.36,11955.27,-70.99,-0.78%
2011/6/1,9062.35,12049.66,73.51,0.82%
2011/5/31,8988.84,11951.92,165.16,1.87%
2011/5/30,8823.68,11732.31,13.68,0.16%
2011/5/27,8810,11714.12,21.6,0.25%
2011/5/26,8788.4,11685.4,61.31,0.70%
2011/5/25,8727.09,11603.89,-29.52,-0.34%
2011/5/24,8756.61,11643.03,9.1,0.10%
2011/5/23,8747.51,11630.94,-89.52,-1.01%
2011/5/20,8837.03,11749.96,-55.85,-0.63%
2011/5/19,8892.88,11824.22,-51.96,-0.58%
2011/5/18,8944.84,11892.58,60.75,0.68%
2011/5/17,8884.09,11811.82,-27.62,-0.31%
2011/5/16,8911.71,11848.53,-94.9,-1.05%
2011/5/13,9006.61,11974.71,-27.07,-0.30%
2011/5/12,9033.68,12010.7,13.28,0.15%
2011/5/11,9020.4,11993.05,-2.88,-0.03%
2011/5/10,9023.28,11996.87,-12.2,-0.14%
2011/5/9,9035.48,12012.59,58.25,0.65%
2011/5/6,8977.23,11935.14,-41.38,-0.46%
2011/5/5,9018.61,11990.15,71.26,0.80%
2011/5/4,8947.35,11895.41,1.27,0.01%
2011/5/3,8946.08,11893.73,-61.79,-0.69%
2011/4/29,9007.87,11975.59,-32.9,-0.36%
2011/4/28,9040.77,12019.33,-8.48,-0.09%
2011/4/27,9049.25,12030.6,101.11,1.13%
2011/4/26,8948.14,11896.18,-2.61,-0.03%
2011/4/25,8950.75,11899.65,-18.68,-0.21%
2011/4/22,8969.43,11924.48,11.78,0.13%
2011/4/21,8957.65,11908.82,144.37,1.64%
2011/4/20,8813.28,11716.88,174.73,2.02%
2011/4/19,8638.55,11484.59,-75.93,-0.87%
2011/4/18,8714.48,11585.53,-3.64,-0.04%
2011/4/15,8718.12,11590.38,-84.61,-0.96%
2011/4/14,8802.73,11702.86,22.53,0.26%
2011/4/13,8780.2,11672.9,47.61,0.55%
2011/4/12,8732.59,11609.61,-147.68,-1.66%
2011/4/11,8880.27,11805.94,-14.27,-0.16%
2011/4/8,8894.54,11824.92,-7.18,-0.08%
2011/4/7,8901.72,11834.47,49.74,0.56%
2011/4/6,8851.98,11768.34,146.85,1.69%
2011/4/1,8705.13,11573.11,21.83,0.25%
2011/3/31,8683.3,11544.08,36.99,0.43%
2011/3/30,8646.31,11494.91,49.74,0.58%
2011/3/29,8596.57,11428.78,43.51,0.51%
2011/3/28,8553.06,11370.94,-57.33,-0.67%
2011/3/25,8610.39,11447.16,33.99,0.40%
2011/3/24,8576.4,11401.96,31.32,0.37%
2011/3/23,8545.08,11360.33,37.04,0.44%
2011/3/22,8508.04,11311.09,40.33,0.48%
2011/3/21,8467.71,11257.46,72.96,0.87%
2011/3/18,8394.75,11160.47,112.06,1.35%
2011/3/17,8282.69,11011.49,-41.89,-0.50%
2011/3/16,8324.58,11067.18,89.8,1.09%
2011/3/15,8234.78,10947.79,-285.24,-3.35%
2011/3/14,8520.02,11327.01,-47.8,-0.56%
2011/3/11,8567.82,11390.55,-75.08,-0.87%
2011/3/10,8642.9,11490.37,-107.12,-1.22%
2011/3/9,8750.02,11632.78,2.27,0.03%
2011/3/8,8747.75,11629.77,33.96,0.39%
2011/3/7,8713.79,11584.61,-70.61,-0.80%
2011/3/4,8784.4,11678.49,46.03,0.53%
2011/3/3,8738.37,11617.29,118.47,1.37%
2011/3/2,8619.9,11459.79,-107.66,-1.23%
2011/3/1,8727.56,11602.92,127.91,1.49%
2011/2/25,8599.65,11432.87,58.01,0.68%
2011/2/24,8541.64,11355.76,12.7,0.15%
2011/2/23,8528.94,11338.87,-144.73,-1.67%
2011/2/22,8673.67,11531.28,-165.55,-1.87%
2011/2/21,8839.22,11751.37,-4.62,-0.05%
2011/2/18,8843.84,11757.51,159.96,1.84%
2011/2/17,8683.88,11544.86,-29.08,-0.33%
2011/2/16,8712.96,11583.51,-8.97,-0.10%
2011/2/15,8721.93,11595.44,36.46,0.42%
2011/2/14,8685.47,11546.97,75.61,0.88%
2011/2/11,8609.86,11446.44,-226.7,-2.57%
2011/2/10,8836.56,11747.84,-170.26,-1.89%
2011/2/9,9006.82,11974.19,-104.64,-1.15%
2011/2/8,9111.46,12113.31,-33.89,-0.37%
2011/1/28,9145.35,12158.36,43.02,0.47%
2011/1/27,9102.33,12101.17,46.74,0.52%
2011/1/26,9055.59,12039.03,64.2,0.71%
2011/1/25,8991.39,11953.67,43.6,0.49%
2011/1/24,8947.79,11895.72,-6.59,-0.07%
2011/1/21,8954.38,11904.48,-67.79,-0.75%
2011/1/20,9022.17,11994.6,-63.85,-0.70%
2011/1/19,9086.02,12079.49,98.02,1.09%
2011/1/18,8988,11949.17,62.91,0.70%
2011/1/17,8925.09,11865.54,-47.42,-0.53%
2011/1/14,8972.51,11928.57,-3.07,-0.03%
2011/1/13,8975.58,11932.66,10.58,0.12%
2011/1/12,8965,11918.59,33.64,0.38%
2011/1/11,8931.36,11873.88,113.48,1.29%
2011/1/10,8817.88,11723,35.16,0.40%
2011/1/7,8782.72,11676.27,-100.49,-1.13%
2011/1/6,8883.21,11809.86,36.9,0.42%
2011/1/5,8846.31,11760.8,-150.88,-1.68%
2011/1/4,8997.19,11961.39,-28.11,-0.31%
2011/1/3,9025.3,11998.76,52.8,0.59%
2010/12/31,8972.5,11928.56,64.59,0.73%
2010/12/30,8907.91,11842.7,41.56,0.47%
2010/12/29,8866.35,11787.44,-4.41,-0.05%
2010/12/28,8870.76,11793.31,-21.55,-0.24%
2010/12/27,8892.31,11821.96,31.21,0.35%
2010/12/24,8861.1,11780.46,-37.77,-0.42%
2010/12/23,8898.87,11830.68,38.38,0.43%
2010/12/22,8860.49,11779.65,32.7,0.37%
2010/12/21,8827.79,11736.18,59.07,0.67%
2010/12/20,8768.72,11657.65,-49.18,-0.56%
2010/12/17,8817.9,11723.03,35.7,0.41%
2010/12/16,8782.2,11675.57,25.49,0.29%
2010/12/15,8756.71,11641.68,16.28,0.19%
2010/12/14,8740.43,11620.04,3.84,0.04%
2010/12/13,8736.59,11614.93,17.76,0.20%
2010/12/10,8718.83,11591.33,-35.01,-0.40%
2010/12/9,8753.84,11637.87,50.05,0.58%
2010/12/8,8703.79,11571.33,-0.6,-0.01%
2010/12/7,8704.39,11572.12,2.16,0.02%
2010/12/6,8702.23,11569.08,78.22,0.91%
2010/12/3,8624.01,11465.1,38.24,0.45%
2010/12/2,8585.77,11414.25,65.66,0.77%
2010/12/1,8520.11,11326.96,147.63,1.76%
2010/11/30,8372.48,11130.71,5.31,0.06%
2010/11/29,8367.17,11123.65,55.02,0.66%
2010/11/26,8312.15,11050.5,-37.84,-0.45%
2010/11/25,8349.99,11100.8,52.94,0.64%
2010/11/24,8297.05,11030.41,-31.58,-0.38%
2010/11/23,8328.63,11072.4,-46.28,-0.55%
2010/11/22,8374.91,11133.92,68.79,0.83%
2010/11/19,8306.12,11042.47,22.67,0.27%
2010/11/18,8283.45,11012.32,27.91,0.34%
2010/11/17,8255.54,10975.22,-56.67,-0.68%
2010/11/16,8312.21,11050.56,71.56,0.87%
2010/11/15,8240.65,10955.42,-75.4,-0.91%
2010/11/12,8316.05,11055.66,-120.9,-1.43%
2010/11/11,8436.95,11216.4,-13.68,-0.16%
2010/11/10,8450.63,11234.58,5,0.06%
2010/11/9,8445.63,11227.94,15.05,0.18%
2010/11/8,8430.58,11207.93,-18.76,-0.22%
2010/11/5,8449.34,11232.86,91.49,1.09%
2010/11/4,8357.85,11111.24,63.95,0.77%
2010/11/3,8293.9,11026.22,-50.86,-0.61%
2010/11/2,8344.76,11093.83,-34.99,-0.42%
2010/11/1,8379.75,11140.36,92.66,1.12%
2010/10/29,8287.09,11017.16,-66.96,-0.80%
2010/10/28,8354.05,11106.11,63.01,0.76%
2010/10/27,8291.04,11022.34,-52.19,-0.63%
2010/10/26,8343.23,11091.72,36.25,0.44%
2010/10/25,8306.98,11043.53,138.92,1.70%
2010/10/22,8168.06,10858.85,36.83,0.45%
2010/10/21,8131.23,10809.89,6.61,0.08%
2010/10/20,8124.62,10801.1,78.39,0.97%
2010/10/19,8046.23,10696.89,-14.31,-0.18%
2010/10/18,8060.54,10715.9,-144.76,-1.76%
2010/10/15,8205.3,10908.25,-10.15,-0.12%
2010/10/14,8215.45,10921.74,108.79,1.34%
2010/10/13,8106.66,10777.12,16.44,0.20%
2010/10/12,8090.22,10755.26,-86.54,-1.06%
2010/10/11,8176.76,10870.3,-67.43,-0.82%
2010/10/8,8244.19,10959.95,-39.73,-0.48%
2010/10/7,8283.92,11012.76,-0.11,0.00%
2010/10/6,8284.03,11012.88,83.6,1.02%
2010/10/5,8200.43,10901.75,-45.67,-0.55%
2010/10/4,8246.1,10962.45,1.92,0.02%
2010/10/1,8244.18,10959.91,6.4,0.08%
2010/9/30,8237.78,10951.4,-3.11,-0.04%
2010/9/29,8240.89,10955.28,51.45,0.63%
2010/9/28,8189.44,10886.89,-2.1,-0.03%
2010/9/27,8191.54,10889.46,24.92,0.31%
2010/9/24,8166.62,10856.19,-35.92,-0.44%
2010/9/23,8202.54,10903.94,6.14,0.07%
2010/9/21,8196.4,10895.23,9.44,0.12%
2010/9/20,8186.96,10882.68,28.63,0.35%
2010/9/17,8158.33,10844.54,58.58,0.72%
2010/9/16,8099.75,10766.63,-64.07,-0.78%
2010/9/15,8163.82,10851.23,31.22,0.38%
2010/9/14,8132.6,10808.45,41.3,0.51%
2010/9/13,8091.3,10752.83,201.19,2.55%
2010/9/10,7890.11,10484.47,54.57,0.70%
2010/9/9,7835.54,10411.7,-15.77,-0.20%
2010/9/8,7851.31,10432.23,-33.09,-0.42%
2010/9/7,7884.4,10474.89,-6.55,-0.08%
2010/9/6,7890.95,10483.58,60.74,0.78%
2010/9/3,7830.21,10402.7,109.39,1.42%
2010/9/2,7720.82,10257.18,52.57,0.69%
2010/9/1,7668.25,10186.9,51.97,0.68%
2010/8/31,7616.28,10117.87,-124.92,-1.61%
2010/8/30,7741.2,10283.78,18.29,0.24%
2010/8/27,7722.91,10259.49,33.17,0.43%
2010/8/26,7689.74,10215.22,-47.24,-0.61%
2010/8/25,7736.98,10276.99,-203.66,-2.56%
2010/8/24,7940.64,10534.41,-35.29,-0.44%
2010/8/23,7975.93,10576.78,48.62,0.61%
2010/8/20,7927.31,10511.27,-1.63,-0.02%
2010/8/19,7928.94,10512.38,4.84,0.06%
2010/8/18,7924.1,10503.26,-6.99,-0.09%
2010/8/17,7931.09,10512.11,-10.13,-0.13%
2010/8/16,7941.22,10525.19,49.64,0.63%
2010/8/13,7891.58,10459.25,61.79,0.79%
2010/8/12,7829.79,10371.68,-65.24,-0.83%
2010/8/11,7895.03,10425.29,-81.71,-1.02%
2010/8/10,7976.74,10511.27,-57.75,-0.72%
2010/8/9,8034.49,10579.15,71.19,0.89%
2010/8/6,7963.3,10484.02,26.45,0.33%
