ら戳,基计,厨筍计,害禴翴计,害禴κだゑ
2021/12/30,18218.84,36138.47,-29.44,-0.16%
2021/12/29,18248.28,36196.87,51.47,0.28%
2021/12/28,18196.81,36094.77,147.87,0.82%
2021/12/27,18048.94,35801.46,87.3,0.49%
2021/12/24,17961.64,35628.29,14.98,0.08%
2021/12/23,17946.66,35598.57,119.83,0.67%
2021/12/22,17826.83,35360.89,37.56,0.21%
2021/12/21,17789.27,35286.39,120.16,0.68%
2021/12/20,17669.11,35048.03,-143.48,-0.81%
2021/12/17,17812.59,35332.58,26.85,0.15%
2021/12/16,17785.74,35279.33,125.64,0.71%
2021/12/15,17660.1,34983.75,60.73,0.35%
2021/12/14,17599.37,34863.46,-168.23,-0.95%
2021/12/13,17767.6,35196.71,-58.66,-0.33%
2021/12/10,17826.26,35312.81,-87.86,-0.49%
2021/12/9,17914.12,35486.84,81.7,0.46%
2021/12/8,17832.42,35324.84,35.5,0.20%
2021/12/7,17796.92,35254.47,108.71,0.61%
2021/12/6,17688.21,35039.12,-8.93,-0.05%
2021/12/3,17697.14,35056.82,-27.74,-0.16%
2021/12/2,17724.88,35111.77,138.89,0.79%
2021/12/1,17585.99,34836.57,158.23,0.91%
2021/11/30,17427.76,34523.13,99.67,0.58%
2021/11/29,17328.09,34325.66,-41.3,-0.24%
2021/11/26,17369.39,34407.48,-284.8,-1.61%
2021/11/25,17654.19,34971.55,11.67,0.07%
2021/11/24,17642.52,34948.43,-23.6,-0.13%
2021/11/23,17666.12,34994.93,-137.42,-0.77%
2021/11/22,17803.54,35266.96,-14.77,-0.08%
2021/11/19,17818.31,35296.18,-23.06,-0.13%
2021/11/18,17841.37,35341.78,77.33,0.44%
2021/11/17,17764.04,35188.59,70.91,0.40%
2021/11/16,17693.13,35048.14,58.66,0.33%
2021/11/15,17634.47,34931.93,116.34,0.66%
2021/11/12,17518.13,34701.48,65.61,0.38%
2021/11/11,17452.52,34571.52,-107.13,-0.61%
2021/11/10,17559.65,34783.73,18.29,0.10%
2021/11/9,17541.36,34747.5,126.06,0.72%
2021/11/8,17415.3,34497.6,118.4,0.68%
2021/11/5,17296.9,34263.04,218.04,1.28%
2021/11/4,17078.86,33831.13,-43.3,-0.25%
2021/11/3,17122.16,33916.91,56.19,0.33%
2021/11/2,17065.97,33805.61,-2.27,-0.01%
2021/11/1,17068.24,33809.74,80.83,0.48%
2021/10/29,16987.41,33649.62,-54.22,-0.32%
2021/10/28,17041.63,33757.02,-32.92,-0.19%
2021/10/27,17074.55,33822.23,40.21,0.24%
2021/10/26,17034.34,33742.48,140.1,0.83%
2021/10/25,16894.24,33464.87,5.5,0.03%
2021/10/22,16888.74,33453.97,-0.77,0.00%
2021/10/21,16889.51,33455.47,1.69,0.01%
2021/10/20,16887.82,33452.13,-12.85,-0.08%
2021/10/19,16900.67,33477.4,195.21,1.17%
2021/10/18,16705.46,33090.48,-75.73,-0.45%
2021/10/15,16781.19,33240.43,393.91,2.40%
2021/10/14,16387.28,32460.17,39.29,0.24%
2021/10/13,16347.99,32381.82,-114.85,-0.70%
2021/10/12,16462.84,32609.2,-177.59,-1.07%
2021/10/8,16640.43,32960.75,-73.43,-0.44%
2021/10/7,16713.86,33106.02,320.7,1.96%
2021/10/6,16393.16,32469.86,-67.59,-0.41%
2021/10/5,16460.75,32603.51,52.4,0.32%
2021/10/4,16408.35,32499.31,-162.54,-0.98%
2021/10/1,16570.89,32820.68,-363.88,-2.15%
2021/9/30,16934.77,33541.12,79.31,0.47%
2021/9/29,16855.46,33384.01,-325.98,-1.90%
2021/9/28,17181.44,34028.94,-132.33,-0.76%
2021/9/27,17313.77,34291.01,53.58,0.31%
2021/9/24,17260.19,34184.91,181.97,1.07%
2021/9/23,17078.22,33822.63,152.4,0.90%
2021/9/22,16925.82,33520.11,-350.97,-2.03%
2021/9/17,17276.79,34214.17,-1.91,-0.01%
2021/9/16,17278.7,34216.86,-75.3,-0.43%
2021/9/15,17354,34315.08,-80.9,-0.46%
2021/9/14,17434.9,34473.06,-11.41,-0.07%
2021/9/13,17446.31,34494.35,-28.26,-0.16%
2021/9/10,17474.57,34549.54,170.24,0.98%
2021/9/9,17304.33,34211.57,33.84,0.20%
2021/9/8,17270.49,34133.77,-158.38,-0.91%
2021/9/7,17428.87,34439.09,-66.43,-0.38%
2021/9/6,17495.3,34557.7,-21.62,-0.12%
2021/9/3,17516.92,34587.69,197.16,1.14%
2021/9/2,17319.76,34197.41,-154.23,-0.88%
2021/9/1,17473.99,34498.84,-16.3,-0.09%
2021/8/31,17490.29,34530.01,93.77,0.54%
2021/8/30,17396.52,34324.95,186.59,1.08%
2021/8/27,17209.93,33948.51,142.97,0.84%
2021/8/26,17066.96,33663.34,21.1,0.12%
2021/8/25,17045.86,33602.32,227.13,1.35%
2021/8/24,16818.73,33129.78,76.89,0.46%
2021/8/23,16741.84,32973.96,399.9,2.45%
2021/8/20,16341.94,32167.66,-33.46,-0.20%
2021/8/19,16375.4,32227.38,-450.87,-2.68%
2021/8/18,16826.27,33109.84,164.91,0.99%
2021/8/17,16661.36,32776.77,-197.41,-1.17%
2021/8/16,16858.77,33154.82,-123.34,-0.73%
2021/8/13,16982.11,33372.09,-237.83,-1.38%
2021/8/12,17219.94,33834.38,-7.24,-0.04%
2021/8/11,17227.18,33812.25,-96.46,-0.56%
2021/8/10,17323.64,33988.85,-161.51,-0.92%
2021/8/9,17485.15,34289.71,-41.13,-0.23%
2021/8/6,17526.28,34362.26,-76.84,-0.44%
2021/8/5,17603.12,34510.91,-20.77,-0.12%
2021/8/4,17623.89,34527.7,70.13,0.40%
2021/8/3,17553.76,34386.99,50.48,0.29%
2021/8/2,17503.28,34278.96,255.87,1.48%
2021/7/30,17247.41,33754.87,-155.4,-0.89%
2021/7/29,17402.81,34037.87,267.59,1.56%
2021/7/28,17135.22,33507.11,-134.65,-0.78%
2021/7/27,17269.87,33751.15,-133.69,-0.77%
2021/7/26,17403.56,33994.52,-169.36,-0.96%
2021/7/23,17572.92,34266.71,0.59,0.00%
2021/7/22,17572.33,34247.81,113.54,0.65%
2021/7/21,17458.79,33966.93,-69.95,-0.40%
2021/7/20,17528.74,34097.15,-260.51,-1.46%
2021/7/19,17789.25,34591.67,-106,-0.59%
2021/7/16,17895.25,34791.63,-138.94,-0.77%
2021/7/15,18034.19,35061.04,188.44,1.06%
2021/7/14,17845.75,34688.05,-1.77,-0.01%
2021/7/13,17847.52,34690.33,33.19,0.19%
2021/7/12,17814.33,34622.78,152.85,0.87%
2021/7/9,17661.48,34324.65,-204.61,-1.15%
2021/7/8,17866.09,34706.73,15.4,0.09%
2021/7/7,17850.69,34667.52,-62.38,-0.35%
2021/7/6,17913.07,34788.38,-6.26,-0.03%
2021/7/5,17919.33,34762.44,209.18,1.18%
2021/7/2,17710.15,34353.52,-3.79,-0.02%
2021/7/1,17713.94,34360.8,-41.52,-0.23%
2021/6/30,17755.46,34439.42,157.27,0.89%
2021/6/29,17598.19,34120.48,7.22,0.04%
2021/6/28,17590.97,34099.69,87.98,0.50%
2021/6/25,17502.99,33927.54,95.03,0.55%
2021/6/24,17407.96,33741.52,71.25,0.41%
2021/6/23,17336.71,33600.58,261.16,1.53%
2021/6/22,17075.55,33092.88,12.57,0.07%
2021/6/21,17062.98,33067.56,-255.56,-1.48%
2021/6/18,17318.54,33562.82,-72.07,-0.41%
2021/6/17,17390.61,33698.45,82.75,0.48%
2021/6/16,17307.86,33494.31,-63.43,-0.37%
2021/6/15,17371.29,33615.86,157.77,0.92%
2021/6/11,17213.52,33310.56,54.3,0.32%
2021/6/10,17159.22,33205.34,193,1.14%
2021/6/9,16966.22,32829.82,-109.99,-0.64%
2021/6/8,17076.21,33038.11,-7.7,-0.05%
2021/6/7,17083.91,33049.51,-63.5,-0.37%
2021/6/4,17147.41,33171.89,-98.75,-0.57%
2021/6/3,17246.16,33362.92,81.12,0.47%
2021/6/2,17165.04,33203.21,2.66,0.02%
2021/6/1,17162.38,33198.07,93.95,0.55%
2021/5/31,17068.43,33015.96,197.57,1.17%
2021/5/28,16870.86,32633.48,269.25,1.62%
2021/5/27,16601.61,32111.73,-42.08,-0.25%
2021/5/26,16643.69,32193.12,48.02,0.29%
2021/5/25,16595.67,32100.23,257.38,1.58%
2021/5/24,16338.29,31602.39,36.23,0.22%
2021/5/21,16302.06,31532.31,259.7,1.62%
2021/5/20,16042.36,31029.99,-90.3,-0.56%
2021/5/19,16132.66,31204.65,-13.32,-0.08%
2021/5/18,16145.98,31230.42,792.09,5.16%
2021/5/17,15353.89,29698.31,-473.2,-2.99%
2021/5/14,15827.09,30613.44,156.99,1.00%
2021/5/13,15670.1,30309.78,-232.27,-1.46%
2021/5/12,15902.37,30759.05,-680.76,-4.11%
2021/5/11,16583.13,32075.5,-652.48,-3.79%
2021/5/10,17235.61,33337.53,-49.39,-0.29%
2021/5/7,17285,33433.07,290.64,1.71%
2021/5/6,16994.36,32870.9,150.92,0.90%
2021/5/5,16843.44,32579,-90.34,-0.53%
2021/5/4,16933.78,32753.72,-288.57,-1.68%
2021/5/3,17222.35,33311.88,-344.31,-1.96%
2021/4/29,17566.66,33977.86,-0.87,0.00%
2021/4/28,17567.53,33979.54,-28.37,-0.16%
2021/4/27,17595.9,34034.23,23.61,0.13%
2021/4/26,17572.29,33988.57,272.02,1.57%
2021/4/23,17300.27,33462.25,203.3,1.19%
2021/4/22,17096.97,33064.53,-105.14,-0.61%
2021/4/21,17202.11,33265.38,-121.76,-0.70%
2021/4/20,17323.87,33500.84,60.59,0.35%
2021/4/19,17263.28,33383.67,104.47,0.61%
2021/4/16,17158.81,33181.65,82.08,0.48%
2021/4/15,17076.73,33021.1,210.76,1.25%
2021/4/14,16865.97,32612.69,41.06,0.24%
2021/4/13,16824.91,32533.29,-34.79,-0.21%
2021/4/12,16859.7,32600.56,5.6,0.03%
2021/4/9,16854.1,32589.73,-72.34,-0.43%
2021/4/8,16926.44,32726.7,111.08,0.66%
2021/4/7,16815.36,32509.39,75.49,0.45%
2021/4/6,16739.87,32362.18,168.59,1.02%
2021/4/1,16571.28,32036.26,140.15,0.85%
2021/3/31,16431.13,31765.32,-123.77,-0.75%
2021/3/30,16554.9,32003.18,78.93,0.48%
2021/3/29,16475.97,31850.6,170.09,1.04%
2021/3/26,16305.88,31521.77,245.74,1.53%
2021/3/25,16060.14,31046.61,28.02,0.17%
2021/3/24,16032.12,30991.46,-145.47,-0.90%
2021/3/23,16177.59,31272.68,-11.63,-0.07%
2021/3/22,16189.22,31295.16,118.98,0.74%
2021/3/19,16070.24,31064.96,-217.6,-1.34%
2021/3/18,16287.84,31485.6,72.02,0.44%
2021/3/17,16215.82,31346.38,-97.34,-0.60%
2021/3/16,16313.16,31493.15,63.83,0.39%
2021/3/15,16249.33,31369.93,-5.85,-0.04%
2021/3/12,16255.18,31381.23,75.62,0.47%
2021/3/11,16179.56,31235.22,267.89,1.68%
2021/3/10,15911.67,30718.05,58.58,0.37%
2021/3/9,15853.09,30604.96,32.98,0.21%
2021/3/8,15820.11,30541.29,-35.12,-0.22%
2021/3/5,15855.23,30609.1,-51.18,-0.32%
2021/3/4,15906.41,30707.89,-305.32,-1.88%
2021/3/3,16211.73,31297.08,264.85,1.66%
2021/3/2,15946.88,30785.79,-6.92,-0.04%
2021/2/26,15953.8,30799.13,-498.38,-3.03%
2021/2/25,16452.18,31761.28,239.65,1.48%
2021/2/24,16212.53,31298.62,-230.87,-1.40%
2021/2/23,16443.4,31744.32,33.24,0.20%
2021/2/22,16410.16,31680.15,68.78,0.42%
2021/2/19,16341.38,31547.37,-83.13,-0.51%
2021/2/18,16424.51,31707.86,62.22,0.38%
2021/2/17,16362.29,31587.75,559.89,3.54%
2021/2/5,15802.4,30506.87,96.18,0.61%
2021/2/4,15706.22,30321.18,-65.1,-0.41%
2021/2/3,15771.32,30446.86,11.27,0.07%
2021/2/2,15760.05,30425.11,349.96,2.27%
2021/2/1,15410.09,29749.49,271.78,1.80%
2021/1/29,15138.31,29224.82,-277.57,-1.80%
2021/1/28,15415.88,29760.67,-285.57,-1.82%
2021/1/27,15701.45,30311.98,42.6,0.27%
2021/1/26,15658.85,30229.73,-287.69,-1.80%
2021/1/25,15946.54,30785.12,-72.49,-0.45%
2021/1/22,16019.03,30925.07,-134.74,-0.83%
2021/1/21,16153.77,31185.18,347.59,2.20%
2021/1/20,15806.18,30514.16,-71.19,-0.45%
2021/1/19,15877.37,30651.59,265.37,1.70%
2021/1/18,15612,30139.29,-4.39,-0.03%
2021/1/15,15616.39,30147.77,-90.8,-0.58%
2021/1/14,15707.19,30323.05,-62.79,-0.40%
2021/1/13,15769.98,30444.28,269.28,1.74%
2021/1/12,15500.7,29924.31,-56.6,-0.36%
2021/1/11,15557.3,30033.59,93.35,0.60%
2021/1/8,15463.95,29853.37,249.95,1.64%
2021/1/7,15214,29370.83,230.87,1.54%
2021/1/6,14983.13,28925.14,-16.9,-0.11%
2021/1/5,15000.03,28957.76,98,0.66%
2021/1/4,14902.03,28768.57,169.5,1.15%
2020/12/31,14732.53,28441.36,44.83,0.31%
2020/12/30,14687.7,28354.81,215.65,1.49%
2020/12/29,14472.05,27938.5,-11.02,-0.08%
2020/12/28,14483.07,27959.77,151.65,1.06%
2020/12/25,14331.42,27667,51.14,0.36%
2020/12/24,14280.28,27568.27,57.19,0.40%
2020/12/23,14223.09,27457.87,45.63,0.32%
2020/12/22,14177.46,27369.78,-207.5,-1.44%
2020/12/21,14384.96,27770.36,135,0.95%
2020/12/18,14249.96,27509.63,-8.97,-0.06%
2020/12/17,14258.93,27526.93,-45.53,-0.32%
2020/12/16,14304.46,27573.25,235.94,1.68%
2020/12/15,14068.52,27118.44,-142.53,-1.00%
2020/12/14,14211.05,27393.15,-50.64,-0.36%
2020/12/11,14261.69,27490.76,12.2,0.09%
2020/12/10,14249.49,27467.25,-140.65,-0.98%
2020/12/9,14390.14,27738.37,29.74,0.21%
2020/12/8,14360.4,27681.03,103.8,0.73%
2020/12/7,14256.6,27480.95,124.16,0.88%
2020/12/4,14132.44,27241.63,155.35,1.11%
2020/12/3,13977.09,26942.18,-12.05,-0.09%
2020/12/2,13989.14,26965.4,103.47,0.75%
2020/12/1,13885.67,26765.95,162.78,1.19%
2020/11/30,13722.89,26452.16,-144.2,-1.04%
2020/11/27,13867.09,26730.12,21.43,0.15%
2020/11/26,13845.66,26688.81,106.83,0.78%
2020/11/25,13738.83,26482.87,-68.3,-0.49%
2020/11/24,13807.13,26614.53,-70.88,-0.51%
2020/11/23,13878.01,26751.16,161.57,1.18%
2020/11/20,13716.44,26439.72,-5.99,-0.04%
2020/11/19,13722.43,26451.27,-50.86,-0.37%
2020/11/18,13773.29,26548.99,180.28,1.33%
2020/11/17,13593.01,26201.49,41.18,0.30%
2020/11/16,13551.83,26122.1,278.5,2.10%
2020/11/13,13273.33,25585.09,51.55,0.39%
2020/11/12,13221.78,25485.71,-40.41,-0.30%
2020/11/11,13262.19,25563.6,180.47,1.38%
2020/11/10,13081.72,25215.74,-45.75,-0.35%
2020/11/9,13127.47,25303.93,153.94,1.19%
2020/11/6,12973.53,25007.2,54.73,0.42%
2020/11/5,12918.8,24901.7,50.9,0.40%
2020/11/4,12867.9,24803.58,131.89,1.04%
2020/11/3,12736.01,24549.37,144.7,1.15%
2020/11/2,12591.31,24270.44,44.97,0.36%
2020/10/30,12546.34,24183.76,-116.57,-0.92%
2020/10/29,12662.91,24408.3,-130.84,-1.02%
2020/10/28,12793.75,24660.38,-81.26,-0.63%
2020/10/27,12875.01,24817.02,-34.02,-0.26%
2020/10/26,12909.03,24882.59,10.21,0.08%
2020/10/23,12898.82,24862.9,-18.21,-0.14%
2020/10/22,12917.03,24898,39.78,0.31%
2020/10/21,12877.25,24821.34,14.88,0.12%
2020/10/20,12862.37,24792.15,-45.97,-0.36%
2020/10/19,12908.34,24880.77,157.97,1.24%
2020/10/16,12750.37,24576.27,-77.45,-0.60%
2020/10/15,12827.82,24725.56,-91.49,-0.71%
2020/10/14,12919.31,24901.9,-27.82,-0.21%
2020/10/13,12947.13,24955.39,-8.78,-0.07%
2020/10/12,12955.91,24972.31,68.72,0.53%
2020/10/8,12887.19,24839.86,140.82,1.10%
2020/10/7,12746.37,24568.43,42.14,0.33%
2020/10/6,12704.23,24487.21,155.95,1.24%
2020/10/5,12548.28,24186.55,32.67,0.26%
2020/9/30,12515.61,24123.59,47.88,0.38%
2020/9/29,12467.73,24031.3,4.97,0.04%
2020/9/28,12462.76,24021.6,229.85,1.88%
2020/9/25,12232.91,23578.57,-31.47,-0.26%
2020/9/24,12264.38,23639.22,-319.5,-2.54%
2020/9/23,12583.88,24253.82,-61.63,-0.49%
2020/9/22,12645.51,24371.86,-149.61,-1.17%
2020/9/21,12795.12,24660.21,-80.5,-0.63%
2020/9/18,12875.62,24815.36,2.88,0.02%
2020/9/17,12872.74,24809.79,-104.02,-0.80%
2020/9/16,12976.76,24968.41,131.11,1.02%
2020/9/15,12845.65,24714.31,57.83,0.45%
2020/9/14,12787.82,24603.01,111.87,0.88%
2020/9/11,12675.95,24387.76,-15.8,-0.12%
2020/9/10,12691.75,24417.82,83.17,0.66%
2020/9/9,12608.58,24257.5,-54.98,-0.43%
2020/9/8,12663.56,24363.05,62.16,0.49%
2020/9/7,12601.4,24236.75,-36.55,-0.29%
2020/9/4,12637.95,24305.53,-120.02,-0.94%
2020/9/3,12757.97,24536.35,58.47,0.46%
2020/9/2,12699.5,24417.13,-3.78,-0.03%
2020/9/1,12703.28,24423.75,111.83,0.89%
2020/8/31,12591.45,24206.96,-137.4,-1.08%
2020/8/28,12728.85,24470.55,-68.46,-0.53%
2020/8/27,12797.31,24598.19,-35.98,-0.28%
2020/8/26,12833.29,24662.81,75.04,0.59%
2020/8/25,12758.25,24516.25,111.12,0.88%
2020/8/24,12647.13,24299.76,39.29,0.31%
2020/8/21,12607.84,24220.29,245.2,1.98%
2020/8/20,12362.64,23747.14,-416,-3.26%
2020/8/19,12778.64,24544.98,-93.5,-0.73%
2020/8/18,12872.14,24724.04,-83.97,-0.65%
2020/8/17,12956.11,24882.56,160.65,1.26%
2020/8/14,12795.46,24574,32.33,0.25%
2020/8/13,12763.13,24511.76,92.78,0.73%
2020/8/12,12670.35,24306.81,-109.84,-0.86%
2020/8/11,12780.19,24495.14,-113.81,-0.88%
2020/8/10,12894,24698.5,65.13,0.51%
2020/8/7,12828.87,24573.63,-84.63,-0.66%
2020/8/6,12913.5,24727.43,111.2,0.87%
2020/8/5,12802.3,24503.19,92.38,0.73%
2020/8/4,12709.92,24316.14,196.89,1.57%
2020/8/3,12513.03,23936.23,-151.77,-1.20%
2020/7/31,12664.8,24215.43,-58.12,-0.46%
2020/7/30,12722.92,24319.37,181.95,1.45%
2020/7/29,12540.97,23962.29,-45.76,-0.36%
2020/7/28,12586.73,24046.28,-1.57,-0.01%
2020/7/27,12588.3,24040.46,284.26,2.31%
2020/7/24,12304.04,23489.96,-109,-0.88%
2020/7/23,12413.04,23689.48,-60.23,-0.48%
2020/7/22,12473.27,23746.09,75.72,0.61%
2020/7/21,12397.55,23599.11,223.01,1.83%
2020/7/20,12174.54,23172.59,-7.02,-0.06%
2020/7/17,12181.56,23184.28,23.82,0.20%
2020/7/16,12157.74,23124.32,-45.11,-0.37%
2020/7/15,12202.85,23189.68,-6.16,-0.05%
2020/7/14,12209.01,23182.75,-2.55,-0.02%
2020/7/13,12211.56,23170.84,137.88,1.14%
2020/7/10,12073.68,22883.01,-119.01,-0.98%
2020/7/9,12192.69,23105.57,22.5,0.18%
2020/7/8,12170.19,23052.12,77.22,0.64%
2020/7/7,12092.97,22893.68,-23.73,-0.20%
2020/7/6,12116.7,22916.04,207.54,1.74%
2020/7/3,11909.16,22502.26,104.02,0.88%
2020/7/2,11805.14,22301.84,101.72,0.87%
2020/7/1,11703.42,22054.55,82.18,0.71%
2020/6/30,11621.24,21851.5,78.62,0.68%
2020/6/29,11542.62,21695.37,-118.05,-1.01%
2020/6/24,11660.67,21909.4,48.31,0.42%
2020/6/23,11612.36,21811.11,39.43,0.34%
2020/6/22,11572.93,21726.25,23.07,0.20%
2020/6/19,11549.86,21678.39,1.53,0.01%
2020/6/18,11548.33,21674.97,13.74,0.12%
2020/6/17,11534.59,21607.63,22.95,0.20%
2020/6/16,11511.64,21545.48,205.38,1.82%
2020/6/15,11306.26,21158.29,-123.68,-1.08%
2020/6/12,11429.94,21387.58,-105.83,-0.92%
2020/6/11,11535.77,21583.83,-184.39,-1.57%
2020/6/10,11720.16,21921.72,83.05,0.71%
2020/6/9,11637.11,21764.92,26.79,0.23%
2020/6/8,11610.32,21714,130.92,1.14%
2020/6/5,11479.4,21468.9,86.17,0.76%
2020/6/4,11393.23,21307.75,73.07,0.65%
2020/6/3,11320.16,21171.1,192.23,1.73%
2020/6/2,11127.93,20811.58,48.91,0.44%
2020/6/1,11079.02,20719.37,136.86,1.25%
2020/5/29,10942.16,20463,-2.03,-0.02%
2020/5/28,10944.19,20466.81,-70.47,-0.64%
2020/5/27,11014.66,20597.56,17.45,0.16%
2020/5/26,10997.21,20564.92,126.03,1.16%
2020/5/25,10871.18,20329.25,60.03,0.56%
2020/5/22,10811.15,20216.98,-197.16,-1.79%
2020/5/21,11008.31,20585.68,100.51,0.92%
2020/5/20,10907.8,20397.73,47.36,0.44%
2020/5/19,10860.44,20309.17,119.89,1.12%
2020/5/18,10740.55,20084.97,-74.37,-0.69%
2020/5/15,10814.92,20224.04,34.04,0.32%
2020/5/14,10780.88,20160.38,-157.39,-1.44%
2020/5/13,10938.27,20454.71,58.8,0.54%
2020/5/12,10879.47,20344.75,-133.79,-1.21%
2020/5/11,11013.26,20594.93,111.84,1.03%
2020/5/8,10901.42,20385.8,58.5,0.54%
2020/5/7,10842.92,20276.39,67.94,0.63%
2020/5/6,10774.98,20149.35,0.37,0.00%
2020/5/5,10774.61,20148.65,54.13,0.50%
2020/5/4,10720.48,20047.43,-271.66,-2.47%
2020/4/30,10992.14,20555.45,219.92,2.04%
2020/4/29,10772.22,20144.18,156.16,1.47%
2020/4/28,10616.06,19852.16,48.79,0.46%
2020/4/27,10567.27,19760.92,219.91,2.13%
2020/4/24,10347.36,19349.7,-19.15,-0.18%
2020/4/23,10366.51,19385.51,58.77,0.57%
2020/4/22,10307.74,19274.78,19.32,0.19%
2020/4/21,10288.42,19238.56,-298.29,-2.82%
2020/4/20,10586.71,19796.34,-10.33,-0.10%
2020/4/17,10597.04,19815.66,221.56,2.14%
2020/4/16,10375.48,19401.34,-71.73,-0.69%
2020/4/15,10447.21,19535.48,114.27,1.11%
2020/4/14,10332.94,19321.8,233.72,2.31%
2020/4/13,10099.22,18884.77,-58.39,-0.57%
2020/4/10,10157.61,18993.95,38.18,0.38%
2020/4/9,10119.43,18922.57,-18.04,-0.18%
2020/4/8,10137.47,18952.66,141.08,1.41%
2020/4/7,9996.39,18688.58,177.65,1.81%
2020/4/6,9818.74,18356.45,155.11,1.61%
2020/4/1,9663.63,18066.47,-44.43,-0.46%
2020/3/31,9708.06,18149.52,78.63,0.82%
2020/3/30,9629.43,18002.36,-69.49,-0.72%
2020/3/27,9698.92,18132.19,-37.44,-0.38%
2020/3/26,9736.36,18201.16,91.61,0.95%
2020/3/25,9644.75,18029.76,359.13,3.87%
2020/3/24,9285.62,17358.42,395.59,4.45%
2020/3/23,8890.03,16618.9,-344.06,-3.73%
2020/3/20,9234.09,17262.09,552.75,6.37%
2020/3/19,8681.34,16228.6,-537.33,-5.83%
2020/3/18,9218.67,17192.79,-220.96,-2.34%
2020/3/17,9439.63,17604.87,-278.14,-2.86%
2020/3/16,9717.77,18123.61,-411.1,-4.06%
2020/3/13,10128.87,18890.22,-293.45,-2.82%
2020/3/12,10422.32,19437.49,-471.43,-4.33%
2020/3/11,10893.75,20316.33,-109.79,-1.00%
2020/3/10,11003.54,20521.09,25.9,0.24%
2020/3/9,10977.64,20472.79,-344.17,-3.04%
2020/3/6,11321.81,21114.65,-193.01,-1.68%
2020/3/5,11514.82,21474.61,122.47,1.08%
2020/3/4,11392.35,21246.2,64.63,0.57%
2020/3/3,11327.72,21125.66,157.26,1.41%
2020/3/2,11170.46,20832.38,-121.71,-1.08%
2020/2/27,11292.17,21059.37,-141.45,-1.24%
2020/2/26,11433.62,21323.17,-106.61,-0.92%
2020/2/25,11540.23,21521.99,5.36,0.05%
2020/2/24,11534.87,21512,-151.48,-1.30%
2020/2/21,11686.35,21794.5,-38.74,-0.33%
2020/2/20,11725.09,21866.74,-33.75,-0.29%
2020/2/19,11758.84,21928.96,109.86,0.94%
2020/2/18,11648.98,21724.09,-114.53,-0.97%
2020/2/17,11763.51,21937.67,-52.19,-0.44%
2020/2/14,11815.7,22035,23.92,0.20%
2020/2/13,11791.78,21990.39,17.59,0.15%
2020/2/12,11774.19,21957.59,110.15,0.94%
2020/2/11,11664.04,21752.18,89.97,0.78%
2020/2/10,11574.07,21584.38,-38.74,-0.33%
2020/2/7,11612.81,21656.63,-136.87,-1.16%
2020/2/6,11749.68,21911.88,176.06,1.52%
2020/2/5,11573.62,21583.55,17.7,0.15%
2020/2/4,11555.92,21550.55,201,1.77%
2020/2/3,11354.92,21175.7,-140.18,-1.22%
2020/1/31,11495.1,21437.11,73.36,0.64%
2020/1/30,11421.74,21300.31,-696.97,-5.75%
2020/1/20,12118.71,22600.08,28.42,0.24%
2020/1/17,12090.29,22547.09,23.36,0.19%
2020/1/16,12066.93,22503.52,-24.95,-0.21%
2020/1/15,12091.88,22550.04,-87.93,-0.72%
2020/1/14,12179.81,22714.03,66.39,0.55%
2020/1/13,12113.42,22590.21,88.77,0.74%
2020/1/10,12024.65,22424.68,54.02,0.45%
2020/1/9,11970.63,22323.92,153.53,1.30%
2020/1/8,11817.1,22037.6,-63.22,-0.53%
2020/1/7,11880.32,22155.51,-73.04,-0.61%
2020/1/6,11953.36,22291.72,-157.07,-1.30%
2020/1/3,12110.43,22584.65,9.95,0.08%
2020/1/2,12100.48,22566.08,103.34,0.86%
2019/12/31,11997.14,22373.36,-56.23,-0.47%
2019/12/30,12053.37,22478.22,-38.22,-0.32%
2019/12/27,12091.59,22549.52,90.58,0.75%
2019/12/26,12001.01,22380.58,-7.12,-0.06%
2019/12/25,12008.13,22393.86,31.75,0.27%
2019/12/24,11976.38,22334.66,-45.85,-0.38%
2019/12/23,12022.23,22420.16,63.15,0.53%
2019/12/20,11959.08,22302.39,-59.82,-0.50%
2019/12/19,12018.9,22413.94,-103.55,-0.85%
2019/12/18,12122.45,22566.75,25.44,0.21%
2019/12/17,12097.01,22519.39,157.24,1.32%
2019/12/16,11939.77,22226.67,12.04,0.10%
2019/12/13,11927.73,22204.27,91.31,0.77%
2019/12/12,11836.42,22034.28,135.65,1.16%
2019/12/11,11700.77,21781.6,72.93,0.63%
2019/12/10,11627.84,21645.83,-32.93,-0.28%
2019/12/9,11660.77,21707.13,51.13,0.44%
2019/12/6,11609.64,21611.96,14.99,0.13%
2019/12/5,11594.65,21584.04,84.18,0.73%
2019/12/4,11510.47,21427.33,-21.11,-0.18%
2019/12/3,11531.58,21466.65,28.75,0.25%
2019/12/2,11502.83,21413.13,13.26,0.12%
2019/11/29,11489.57,21388.44,-127.51,-1.10%
2019/11/28,11617.08,21625.8,-30.38,-0.26%
2019/11/27,11647.46,21682.19,70.64,0.61%
2019/11/26,11576.82,21550.55,15.24,0.13%
2019/11/25,11561.58,21522.17,-5.22,-0.05%
2019/11/22,11566.8,21531.88,8.53,0.07%
2019/11/21,11558.27,21516.02,-72.93,-0.63%
2019/11/20,11631.2,21651.77,-25.2,-0.22%
2019/11/19,11656.4,21698.68,56.62,0.49%
2019/11/18,11599.78,21593.28,74.18,0.64%
